Date;Allianz SE;BASF AG;Bayer AG;Beiersdorf AG;BMW AG;Commerzbank AG;Daimler AG;Deutsche Bank AG;Deutsche Lufthansa AG;E.ON SE;HeidelbergCement AG,;Henkel KGaA Pfd.;K+S AG;Linde AG;MAN AG;Muenchener Rueckversicherungs-Gesellschaft AG;RWE AG;Siemens AG;ThyssenKrupp AG;Volkswagen AG Pfd.;Germany, Equity Indices, DAX, Total Return, Close, EUR
01.11.1990;83.99;5.23;10.22;6.31;5.56;69;25.66;27.76;5.32;4.86;30.96;12.25;1.63;34.46;19.01;46.74;20.97;19.72;14.06;13.66;1441.23
01.12.1990;80.72;4.99;10.33;6.25;5.25;67.41;24.43;27.22;5.39;4.83;27.5;10.56;1.67;34.15;17.91;46.95;18.32;19.32;12.96;13.66;1398.23
01.01.1991;86.16;5.41;11.35;5.73;5.31;72.09;24.36;27.76;4.88;5.11;24.46;9.93;1.61;32.97;17.35;48.28;18.13;19.75;12.32;13.15;1420.08
01.02.1991;95.62;5.95;12.65;6.22;6.46;78.42;27.25;29.93;6.21;5.53;27.64;11.07;1.81;35.12;19.23;51.14;20.1;20.75;15.48;14.72;1542.09
01.03.1991;87.34;5.89;12.84;6.2;7.04;77.33;28.23;27.97;6.37;5.13;27.92;11.59;2.06;34.46;19.17;48.07;18.52;19.45;17.1;13.93;1522.8
01.04.1991;91.21;6.48;13.57;6.69;7.58;76.73;31.05;29.43;6.33;5.47;32.84;12.28;2.04;35.64;19.79;48.07;19.46;19.96;17.31;14.86;1605.79
01.05.1991;98.98;6.65;14.13;6.52;7.72;79;33.8;31.03;6.21;6.22;32.06;12.77;1.88;37.13;19.9;54.21;20.94;21.45;16.69;15.51;1704.11
01.06.1991;88.72;5.93;12.88;6.18;7.25;71.35;33.27;28.79;6.21;5.63;30.96;11.74;2.02;35.73;19.64;51.55;19.68;21.02;16.35;15.67;1622.18
01.07.1991;86.04;6.15;13.42;6.26;7.64;74;32.62;28.91;6.5;5.55;30.51;12.04;2.1;34.9;19.07;53.8;18.91;21.54;17.06;13.98;1622.31
01.08.1991;81.74;6.38;13.64;6.39;8.03;74.06;33.55;29.77;7.19;5.8;29.63;12.12;2.13;35.77;18.95;50.12;18.79;21.98;18.93;15.07;1650.5
01.09.1991;79.73;6.36;13.89;6.47;7.44;70.03;31.48;29.25;7.41;5.7;30.21;11.55;1.97;35.77;19.49;47.36;18.82;21.1;19.35;14.05;1607.03
01.10.1991;79.97;6.03;13.94;7.06;7.05;73.26;30.38;29.67;7.02;5.66;29.14;11.45;1.98;32.93;18.32;46.74;19.06;20.31;16.73;13.43;1582.06
01.11.1991;83.99;5.86;13.16;6.98;7.21;71.3;31.56;29.93;7.16;5.79;27.09;11.47;1.72;31.5;17.2;47.05;19.51;20.14;16.41;12.27;1566.57
01.12.1991;82.34;5.61;13.36;6.65;7.23;72.82;33.03;30.57;7.7;5.82;25.9;10.92;1.69;29.95;17.33;47.67;18.97;20.6;15.93;12.45;1577.98
01.01.1992;90.26;6.29;14.37;6.94;8.06;76.5;33.18;32.01;8.54;6;29.05;12.22;1.8;33.36;17.81;54.46;19.02;21.83;16.44;13.43;1687.49
01.02.1992;94.52;6.43;14.39;6.91;8.57;78.71;33.7;33.4;7.77;6.13;29.17;12.81;1.78;36.17;19.28;55.48;19.96;22.73;16.7;14.56;1745.13
01.03.1992;89.84;6.22;14.27;6.81;8.75;75.03;33.6;32.5;7.22;6.25;28.58;13.23;1.68;36.08;19.08;55.48;19.39;22.18;16.43;14.4;1717.86
01.04.1992;87.78;6.43;13.37;6.81;8.78;77.76;34.78;32.21;7.41;6.39;26.8;12.99;1.85;36.99;19.45;53.02;19.63;22.59;16.18;15.05;1734.03
01.05.1992;94.42;6.37;14.23;6.83;9.36;76.27;36;32.27;6.35;6.7;28.58;13.13;1.76;37.92;20.41;52.2;20.42;23.09;17.72;16.09;1803.22
01.06.1992;94.92;6.15;13.53;6.5;8.96;74.29;33.75;31.53;6.09;6.41;28.58;13.11;1.71;36.47;19.5;52.09;20.55;21.95;16.89;14.86;1752.63
01.07.1992;76.89;5.7;12.81;6.48;8.36;69.88;30.38;29.06;5.24;6.13;24.71;12.58;1.55;33.1;16.84;46.65;18.94;20.62;15.35;13.84;1615.42
01.08.1992;71.35;5.39;13.03;5.92;7.73;64.99;27.76;27.93;4.93;5.97;25.21;12.02;1.32;32.84;15.24;44.14;18.87;19.6;14.96;13.08;1541.25
01.09.1992;71.64;5.25;12.26;5.7;7.1;68.71;25.01;29.03;4.63;5.81;24.71;11.92;1.25;30.8;13.1;48.29;18.58;18.97;12.38;11.25;1466.36
01.10.1992;77.47;5.32;12.59;5.5;7.4;70.85;23.65;29.85;4.91;5.64;24.02;12.44;1.26;30.17;12.85;50.96;19.58;18.4;10.83;10.65;1492.32
01.11.1992;81.63;5.33;12.17;5.72;7.59;72.53;24.23;30.84;4.88;5.7;24.05;12.55;1.29;30.43;13.64;50.76;20.13;19.87;12.25;10.42;1544.34
01.12.1992;81.34;5.34;12.85;5.71;7.42;71.8;23.92;29.7;4.91;5.9;24.56;11.67;1.18;30.17;13.69;53.43;19.76;19.59;9;9.78;1545.05
01.01.1993;86.3;5.42;12.81;5.53;7.63;76.12;25.44;29.19;5.43;6;26.64;11.34;1.25;32.27;15.14;54.35;19.73;19.94;7.32;10.86;1571.85
01.02.1993;94.8;5.93;13.14;6.03;7.52;83.3;26.65;32.01;5.52;6.28;29.5;12.08;1.45;33.72;14.73;59.63;20.64;21.81;6.63;10.74;1684.35
01.03.1993;92.05;6.13;13.37;6.34;7.26;90.33;27.67;32.58;5.39;6.21;30.96;11.67;1.47;34.22;14.7;60.31;19.99;21.4;8.03;12.03;1684.21
01.04.1993;89.3;5.69;12.41;6.43;7.08;86.92;25.56;31.66;5.14;6.29;31.11;11.17;1.62;31.4;12.98;62.47;19.93;20.35;7.83;12.55;1627.19
01.05.1993;89.34;5.85;12.73;6.31;6.92;85.13;24.7;30.9;4.8;6.1;34.2;11.02;1.67;31.53;13.59;66.17;19.84;19.96;7.64;12.06;1631.85
01.06.1993;89.55;6.06;13.18;6.19;7.81;89.58;27.26;31.4;5.68;6.16;32.15;11.18;1.66;32.91;14.34;62.63;19.92;20.43;7.8;13.8;1697.63
01.07.1993;94.13;6.39;13.93;6.65;8.3;93.02;29.4;33.65;6.11;6.5;32.74;11.38;1.65;36.08;15.82;63.7;21.35;21.39;9.1;13.43;1803.23
01.08.1993;108.21;6.59;14.5;6.48;8.73;96.32;33.53;36.3;7.24;6.78;33.19;11.88;1.67;36.82;16.74;70.28;22.14;22.36;8.8;14.28;1944.89
01.09.1993;107.46;6.55;14.63;6.37;8.57;92.88;32.98;35.48;7.78;7.07;32.44;11.99;1.64;34.92;16.1;69.25;22.49;22.02;8.52;13.89;1915.71
01.10.1993;118.95;7.09;15.38;6.77;9.6;102.35;33.51;38.6;7.6;7.66;37.5;12.92;1.7;36.82;16.77;82.2;24.25;23.91;9.67;15.14;2069
01.11.1993;119.12;6.93;15.88;7.2;9.31;107.23;31.74;38.67;8.18;7.44;34.68;12.54;1.7;36.17;18.67;78.29;23.9;23.86;9.32;15.28;2057.77
01.12.1993;122.79;7.82;17.8;7.24;11.02;117.26;37.57;40.48;8.54;8.52;36.39;13.39;1.81;41.51;21.27;77.98;27.35;26.34;10.05;16.85;2266.68
01.01.1994;117.83;7.71;17.78;7.24;11.29;113.56;36.06;38.26;9.13;8.38;41.06;13.55;1.88;39.23;20.8;72.13;25.21;23.87;11.34;17.13;2177.45
01.02.1994;106.21;7.64;17.52;7.12;12.69;104.18;36.06;36.89;8.42;7.85;41.68;12.9;1.84;37.68;21.65;68.84;23.11;22.58;11.8;16.57;2091.57
01.03.1994;106.33;8.09;17.96;7.67;12.65;107.51;38.11;36.09;9.81;7.92;40.78;13.29;1.78;38.31;21.8;65.76;22.4;22.96;13.15;18.42;2133.11
01.04.1994;107.04;8.38;18.85;8.08;13.74;108.57;39.97;35.5;10.13;8.39;38.91;14.02;1.75;41.9;23.41;73.26;24.01;24.67;14.12;19.26;2245.98
01.05.1994;103.78;7.96;17.47;8.1;13;102.07;35.8;33.56;9;8.24;39.5;12.92;1.78;39.32;21.12;66.27;23.21;23.04;13.86;17.57;2127.7
01.06.1994;101.32;7.72;16.58;7.84;12.33;97.98;32.55;31.23;8.85;8.14;37.98;12.34;1.61;39.19;20.06;64.58;21.17;21.34;13.43;16.99;2025.34
01.07.1994;105.94;8.09;17.36;8.56;13.71;102.07;36.01;33.4;9.81;8.48;36.55;12.55;1.69;40.5;22.29;67.29;22.63;22.46;13.86;18.17;2151.96
01.08.1994;107.02;8.47;18.28;9.03;13.1;101.31;37.61;33.47;10.15;9.1;38.73;13.13;1.82;41.29;22.44;64.24;24.29;23.32;14.81;18.12;2212.85
01.09.1994;97.1;7.8;16.82;8.65;11.92;92.33;33.23;30.82;9.02;8.4;39.53;11.92;1.76;38.09;20.05;63.12;23.1;20.89;12.64;15.74;2011.75
01.10.1994;99.55;8.14;16.93;8.9;12.25;95.71;34.71;33.83;9.27;8.23;39.13;12.44;1.91;39.39;20.73;62.44;23.57;20.76;12.57;16.3;2071.63
01.11.1994;103.31;7.78;16.54;8.73;11.94;97.92;33.34;33.83;9.9;8.41;39.04;11.47;1.97;39.23;21.47;63.34;23.11;20.16;12.83;15.72;2048.26
01.12.1994;107.45;8.17;17.47;8.52;12.18;99.5;34.22;32.87;9.72;8.81;38.88;11.93;2.38;39.63;21.57;65.37;22.22;21.44;13.8;15.76;2106.58
01.01.1995;99.55;8.15;16.91;8.35;11.59;96.47;31.21;31.53;9.52;8.37;34.22;11.26;2.29;39.45;20.45;56.8;21.31;21.74;14.38;14.07;2021.27
01.02.1995;108.83;8.18;17.23;8.22;11.99;101.92;31.84;32.76;9.99;8.55;35.62;11.89;2.17;39.63;20.81;60.64;23.89;22.39;14.48;14.05;2102.18
01.03.1995;102.62;7.1;16.25;8.33;10.88;97.23;27.95;29.66;8.7;8.14;31.11;10.75;2.07;33.3;16.79;56.24;23.03;21.39;12.74;12.66;1922.59
01.04.1995;109.57;7.87;16.41;9.22;11.23;101.01;28.5;31.04;9.15;8.42;34.22;11.24;2.18;36.68;17.48;62.33;23.78;22.23;13.15;13.88;2015.94
01.05.1995;110.47;7.73;16.42;9.03;12.04;101.01;30.74;31.6;9.49;8.77;36.55;11.34;2.24;38.12;19.15;63.34;24.41;22.2;13.54;14.05;2092.17
01.06.1995;111.11;7.55;16.55;9.37;12.03;100.04;28.51;30.68;9.97;8.87;36.7;11.24;2.22;37.66;18.14;68.3;24.57;22.68;12.9;14.12;2083.93
01.07.1995;118.95;8.19;17.9;9.71;12.93;103.58;30.08;31.22;11.07;9.39;37.42;11.97;2.54;40.28;19.9;69.2;25.54;24.13;13.54;15.88;2218.74
01.08.1995;118.5;8.39;18.26;9.43;12.92;100.34;32.6;31.01;10.79;9.16;34.76;11.8;2.51;40.53;20.76;66.72;25.92;24.7;13.74;15.72;2238.31
01.09.1995;115.98;7.99;17.51;9.29;12.38;98.29;31.61;31.06;9.94;9.26;32.13;11.38;2.27;39.64;20.36;65.59;24.98;23.82;13.2;15.65;2187.04
01.10.1995;117.28;7.9;18.01;8.01;11.94;98.53;30.47;29.07;9.76;9.43;30.11;11.07;2.19;39.73;20.76;65.87;25.62;24.38;12.16;14.86;2167.91
01.11.1995;125.74;8.1;18.11;8.61;12.32;101.16;31.95;30.98;9.57;9.63;30.28;11.43;2.28;38.95;20.79;63.92;26.74;24.95;11.35;15.78;2242.83
01.12.1995;125.88;8.17;18.21;8.39;11.62;102.52;32.42;31.03;9.85;9.94;30.79;11.37;2.16;38.44;19.74;74.89;26.59;25.93;11.54;16.09;2253.88
01.01.1996;130.52;9.08;21.41;9.67;13.38;105.63;36.93;33.93;11.13;10.81;32.49;12.33;2.36;41.29;22.38;77.65;29.83;27.9;12.48;18.68;2470.14
01.02.1996;126.87;9.39;21.58;9.94;13.06;101.61;36.44;33.82;11.46;11.29;33.02;12.08;2.56;40.56;21.12;72.48;31.23;27.7;12.84;18.93;2473.55
01.03.1996;123.49;10.19;24.2;10.14;12.2;102.82;36.06;33.93;11.66;11.71;33.46;11.59;2.54;41.75;20.71;73.81;30.3;26.84;12.7;17.41;2485.87
01.04.1996;118.41;10.69;23.72;10.99;13.07;100.25;37.65;33.5;12.1;12.42;32.33;12.37;2.6;42.99;20.83;66.72;30.37;27.69;14.28;18.01;2505.25
01.05.1996;113.99;10.84;24.54;12.02;13.28;96.17;37.45;32.71;11.79;13.05;34.39;13.52;2.87;45.01;20.05;64.92;30.81;28.27;15.48;19;2542.8
01.06.1996;118.63;11.12;25.86;12.78;13.95;95.26;36.57;32.87;10.72;13.2;35.72;13.87;2.85;45.47;19.27;75.37;30.32;26.86;15.09;19.33;2561.39
